,Time,Logtype,Gamemode,Points,Heartrate,physDifficulty,psyStress,psyDifficulty,obstacle,userID,timedelta,mean_hr,%crashes
14551,213.51,CONTINUOUS,PLAYING,1050,-1,HIGH,undef,HIGH,none,7,0 days 00:03:33.510000000,,21.120689655172413
14552,214.06,EVENT_PICKUP,PLAYING,1050,-1,HIGH,undef,HIGH,none,7,0 days 00:03:34.060000000,,21.367521367521366
14553,214.26,EVENT_OBSTACLE,PLAYING,1050,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:03:34.260000000,,21.244635193133046
14554,214.51,CONTINUOUS,PLAYING,1050,-1,HIGH,undef,HIGH,none,7,0 days 00:03:34.510000000,,21.030042918454935
14555,215.51,CONTINUOUS,PLAYING,1150,-1,HIGH,undef,HIGH,none,7,0 days 00:03:35.510000000,,21.956521739130437
14556,216.08,EVENT_OBSTACLE,PLAYING,1150,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",7,0 days 00:03:36.080000000,,21.50537634408602
14557,216.51,CONTINUOUS,PLAYING,1150,-1,HIGH,undef,HIGH,none,7,0 days 00:03:36.510000000,,21.627408993576015
14558,217.51,CONTINUOUS,PLAYING,1150,-1,HIGH,undef,HIGH,none,7,0 days 00:03:37.510000000,,20.869565217391305
14559,217.83,EVENT_CRASH,PLAYING,1100,-1,HIGH,undef,HIGH,none,7,0 days 00:03:37.830000000,,20.77922077922078
14560,217.89,EVENT_OBSTACLE,PLAYING,1100,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:03:37.890000000,,20.734341252699785
14561,218.53,CONTINUOUS,PLAYING,1100,-1,HIGH,undef,HIGH,none,7,0 days 00:03:38.530000000,,20.689655172413794
14562,219.55,CONTINUOUS,PLAYING,1100,-1,HIGH,undef,HIGH,none,7,0 days 00:03:39.550000000,,21.598272138228943
14563,219.66,EVENT_CRASH,PLAYING,1050,-1,HIGH,undef,HIGH,none,7,0 days 00:03:39.660000000,,21.982758620689655
14564,219.71,EVENT_OBSTACLE,PLAYING,1050,-1,HIGH,undef,HIGH,FARBOTTOMLEFT,7,0 days 00:03:39.710000000,,21.72043010752688
14565,220.56,CONTINUOUS,PLAYING,1050,-1,HIGH,undef,HIGH,none,7,0 days 00:03:40.560000000,,21.88183807439825
14566,221.53,EVENT_OBSTACLE,PLAYING,1050,-1,HIGH,undef,HIGH,FARBOTTOMLEFT,7,0 days 00:03:41.530000000,,22.483940042826553
14567,221.56,CONTINUOUS,PLAYING,1050,-1,HIGH,undef,HIGH,none,7,0 days 00:03:41.560000000,,22.532188841201716
14568,222.58,CONTINUOUS,PLAYING,1050,-1,HIGH,undef,HIGH,none,7,0 days 00:03:42.580000000,,22.657952069716774
14569,223.1,EVENT_CRASH,PLAYING,1000,-1,HIGH,undef,HIGH,none,7,0 days 00:03:43.100000000,,23.542116630669547
14570,223.17,EVENT_OBSTACLE,PLAYING,1000,-1,HIGH,undef,HIGH,FARBOTTOMLEFT,7,0 days 00:03:43.170000000,,23.49137931034483
14571,223.58,CONTINUOUS,PLAYING,1000,-1,HIGH,undef,HIGH,none,7,0 days 00:03:43.580000000,,23.390557939914164
14572,224.58,CONTINUOUS,PLAYING,1000,-1,HIGH,undef,HIGH,none,7,0 days 00:03:44.580000000,,23.076923076923077
14573,224.81,EVENT_OBSTACLE,PLAYING,1000,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",7,0 days 00:03:44.810000000,,23.093681917211327
14574,225.6,CONTINUOUS,PLAYING,1000,-1,HIGH,undef,HIGH,none,7,0 days 00:03:45.600000000,,23.70689655172414
14575,226.42,EVENT_OBSTACLE,PLAYING,1000,-1,HIGH,undef,HIGH,FARBOTTOMRIGHT,7,0 days 00:03:46.420000000,,23.362445414847162
14576,226.6,CONTINUOUS,PLAYING,1000,-1,HIGH,undef,HIGH,none,7,0 days 00:03:46.600000000,,23.74727668845316
14577,227.6,CONTINUOUS,PLAYING,1000,-1,HIGH,undef,HIGH,none,7,0 days 00:03:47.600000000,,23.427331887201735
14578,227.97,EVENT_CRASH,PLAYING,950,-1,HIGH,undef,HIGH,none,7,0 days 00:03:47.970000000,,23.74727668845316
14579,228.04,EVENT_OBSTACLE,PLAYING,950,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",7,0 days 00:03:48.040000000,,23.593073593073594
14580,228.62,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,7,0 days 00:03:48.620000000,,24.086021505376344
14581,229.62,EVENT_CRASH,PLAYING,900,-1,HIGH,undef,HIGH,none,7,0 days 00:03:49.620000000,,23.91304347826087
14582,229.64,CONTINUOUS,PLAYING,900,-1,HIGH,undef,HIGH,none,7,0 days 00:03:49.640000000,,23.74727668845316
14583,229.68,EVENT_OBSTACLE,PLAYING,900,-1,HIGH,undef,HIGH,FARBOTTOMLEFT,7,0 days 00:03:49.680000000,,23.74727668845316
14584,230.66,CONTINUOUS,PLAYING,900,-1,HIGH,undef,HIGH,none,7,0 days 00:03:50.660000000,,23.49137931034483
14585,231.29,EVENT_OBSTACLE,PLAYING,900,-1,HIGH,undef,HIGH,FARBOTTOMLEFT,7,0 days 00:03:51.290000000,,22.559652928416483
14586,231.67,CONTINUOUS,PLAYING,900,-1,HIGH,undef,HIGH,none,7,0 days 00:03:51.670000000,,22.319474835886215
14587,232.67,CONTINUOUS,PLAYING,900,-1,HIGH,undef,HIGH,none,7,0 days 00:03:52.670000000,,22.67818574514039
14588,232.84,EVENT_CRASH,PLAYING,850,-1,HIGH,undef,HIGH,none,7,0 days 00:03:52.840000000,,23.275862068965516
14589,232.91,EVENT_OBSTACLE,PLAYING,850,-1,HIGH,undef,HIGH,FARBOTTOMRIGHT,7,0 days 00:03:52.910000000,,23.17596566523605
14590,233.67,CONTINUOUS,PLAYING,850,-1,HIGH,undef,HIGH,none,7,0 days 00:03:53.670000000,,22.975929978118163
14591,234.46,EVENT_CRASH,PLAYING,800,-1,HIGH,undef,HIGH,none,7,0 days 00:03:54.460000000,,23.861171366594363
14592,234.52,EVENT_OBSTACLE,PLAYING,800,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:03:54.520000000,,23.758099352051836
14593,234.68,CONTINUOUS,PLAYING,800,-1,HIGH,undef,HIGH,none,7,0 days 00:03:54.680000000,,23.809523809523807
14594,235.68,CONTINUOUS,PLAYING,800,-1,HIGH,undef,HIGH,none,7,0 days 00:03:55.680000000,,24.347826086956523
14595,236.08,EVENT_CRASH,PLAYING,750,-1,HIGH,undef,HIGH,none,7,0 days 00:03:56.080000000,,24.025974025974026
14596,236.14,EVENT_OBSTACLE,PLAYING,750,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",7,0 days 00:03:56.140000000,,24.45414847161572
14597,236.68,CONTINUOUS,PLAYING,750,-1,HIGH,undef,HIGH,none,7,0 days 00:03:56.680000000,,24.458874458874458
14598,237.68,CONTINUOUS,PLAYING,750,-1,HIGH,undef,HIGH,none,7,0 days 00:03:57.680000000,,24.838012958963283
14599,237.71,EVENT_CRASH,PLAYING,700,-1,HIGH,undef,HIGH,none,7,0 days 00:03:57.710000000,,25.0
14600,237.78,EVENT_OBSTACLE,PLAYING,700,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:03:57.780000000,,24.946236559139784
14601,238.69,CONTINUOUS,PLAYING,700,-1,HIGH,undef,HIGH,none,7,0 days 00:03:58.690000000,,25.164113785557984
14602,239.39,EVENT_OBSTACLE,PLAYING,700,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",7,0 days 00:03:59.390000000,,24.891774891774894
14603,239.7,CONTINUOUS,PLAYING,700,-1,HIGH,undef,HIGH,none,7,0 days 00:03:59.700000000,,24.838012958963283
14604,240.71,CONTINUOUS,PLAYING,700,-1,HIGH,undef,HIGH,none,7,0 days 00:04:00.710000000,,24.18300653594771
14605,240.95,EVENT_CRASH,PLAYING,650,-1,HIGH,undef,HIGH,none,7,0 days 00:04:00.950000000,,23.965141612200437
14606,241.01,EVENT_OBSTACLE,PLAYING,650,-1,HIGH,undef,HIGH,FARBOTTOMRIGHT,7,0 days 00:04:01.010000000,,23.861171366594363
14607,241.71,CONTINUOUS,PLAYING,650,-1,HIGH,undef,HIGH,none,7,0 days 00:04:01.710000000,,24.086021505376344
14608,242.57,EVENT_CRASH,PLAYING,600,-1,HIGH,undef,HIGH,none,7,0 days 00:04:02.570000000,,23.49137931034483
14609,242.63,EVENT_OBSTACLE,PLAYING,600,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:02.630000000,,23.542116630669547
14610,242.71,CONTINUOUS,PLAYING,600,-1,HIGH,undef,HIGH,none,7,0 days 00:04:02.710000000,,23.542116630669547
14611,243.73,CONTINUOUS,PLAYING,600,-1,HIGH,undef,HIGH,none,7,0 days 00:04:03.730000000,,24.301075268817204
14612,244.2,EVENT_CRASH,PLAYING,550,-1,HIGH,undef,HIGH,none,7,0 days 00:04:04.200000000,,24.568965517241377
14613,244.27,EVENT_OBSTACLE,PLAYING,550,-1,HIGH,undef,HIGH,FARBOTTOMRIGHT,7,0 days 00:04:04.270000000,,24.516129032258064
14614,244.73,CONTINUOUS,PLAYING,550,-1,HIGH,undef,HIGH,none,7,0 days 00:04:04.730000000,,24.675324675324674
14615,245.73,CONTINUOUS,PLAYING,550,-1,HIGH,undef,HIGH,none,7,0 days 00:04:05.730000000,,24.197002141327623
14616,245.88,EVENT_OBSTACLE,PLAYING,550,-1,HIGH,undef,HIGH,FARBOTTOMLEFT,7,0 days 00:04:05.880000000,,24.353448275862068
14617,246.74,CONTINUOUS,PLAYING,550,-1,HIGH,undef,HIGH,none,7,0 days 00:04:06.740000000,,25.108225108225106
14618,247.44,EVENT_CRASH,PLAYING,500,-1,HIGH,undef,HIGH,none,7,0 days 00:04:07.440000000,,25.481798715203425
14619,247.5,EVENT_OBSTACLE,PLAYING,500,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",7,0 days 00:04:07.500000000,,25.37313432835821
14620,247.75,CONTINUOUS,PLAYING,500,-1,HIGH,undef,HIGH,none,7,0 days 00:04:07.750000000,,25.75107296137339
14621,248.75,CONTINUOUS,PLAYING,500,-1,HIGH,undef,HIGH,none,7,0 days 00:04:08.750000000,,26.021505376344084
14622,249.32,EVENT_OBSTACLE,PLAYING,500,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:09.320000000,,25.481798715203425
14623,249.75,CONTINUOUS,PLAYING,500,-1,HIGH,undef,HIGH,none,7,0 days 00:04:09.750000000,,25.26997840172786
14624,250.76,CONTINUOUS,PLAYING,500,-1,HIGH,undef,HIGH,none,7,0 days 00:04:10.760000000,,25.75107296137339
14625,251.1,EVENT_CRASH,PLAYING,450,-1,HIGH,undef,HIGH,none,7,0 days 00:04:11.100000000,,25.481798715203425
14626,251.15,EVENT_OBSTACLE,PLAYING,450,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:11.150000000,,25.37313432835821
14627,251.77,CONTINUOUS,PLAYING,450,-1,HIGH,undef,HIGH,none,7,0 days 00:04:11.770000000,,24.945770065075923
14628,252.77,CONTINUOUS,PLAYING,450,-1,HIGH,undef,HIGH,none,7,0 days 00:04:12.770000000,,24.840764331210192
14629,252.97,EVENT_OBSTACLE,PLAYING,450,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:12.970000000,,24.364406779661017
14630,253.77,CONTINUOUS,PLAYING,450,-1,HIGH,undef,HIGH,none,7,0 days 00:04:13.770000000,,23.542116630669547
14631,254.78,CONTINUOUS,PLAYING,450,-1,HIGH,undef,HIGH,none,7,0 days 00:04:14.780000000,,23.829787234042556
14632,254.78,EVENT_OBSTACLE,PLAYING,450,-1,HIGH,undef,HIGH,FARBOTTOMRIGHT,7,0 days 00:04:14.780000000,,23.829787234042556
14633,255.79,CONTINUOUS,PLAYING,450,-1,HIGH,undef,HIGH,none,7,0 days 00:04:15.790000000,,23.326133909287257
14634,256.61,EVENT_OBSTACLE,PLAYING,450,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:16.610000000,,23.240938166311302
14635,256.81,CONTINUOUS,PLAYING,450,-1,HIGH,undef,HIGH,none,7,0 days 00:04:16.810000000,,23.440860215053764
14636,257.81,CONTINUOUS,PLAYING,450,-1,HIGH,undef,HIGH,none,7,0 days 00:04:17.810000000,,23.060344827586206
14637,258.43,EVENT_OBSTACLE,PLAYING,450,-1,HIGH,undef,HIGH,FARBOTTOMRIGHT,7,0 days 00:04:18.430000000,,22.340425531914892
14638,258.83,CONTINUOUS,PLAYING,450,-1,HIGH,undef,HIGH,none,7,0 days 00:04:18.830000000,,22.746781115879827
14639,259.83,CONTINUOUS,PLAYING,450,-1,HIGH,undef,HIGH,none,7,0 days 00:04:19.830000000,,22.365591397849464
14640,260.2,EVENT_PICKUP,PLAYING,450,-1,HIGH,undef,HIGH,none,7,0 days 00:04:20.200000000,,22.863247863247864
14641,260.25,EVENT_OBSTACLE,PLAYING,450,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:20.250000000,,22.76595744680851
14642,260.83,CONTINUOUS,PLAYING,450,-1,HIGH,undef,HIGH,none,7,0 days 00:04:20.830000000,,22.532188841201716
14643,261.85,CONTINUOUS,PLAYING,550,-1,HIGH,undef,HIGH,none,7,0 days 00:04:21.850000000,,23.02771855010661
14644,262.07,EVENT_OBSTACLE,PLAYING,550,-1,HIGH,undef,HIGH,FARBOTTOMLEFT,7,0 days 00:04:22.070000000,,22.717622080679405
14645,262.85,CONTINUOUS,PLAYING,550,-1,HIGH,undef,HIGH,none,7,0 days 00:04:22.850000000,,22.24622030237581
14646,263.83,EVENT_CRASH,PLAYING,500,-1,HIGH,undef,HIGH,none,7,0 days 00:04:23.830000000,,22.717622080679405
14647,263.87,CONTINUOUS,PLAYING,500,-1,HIGH,undef,HIGH,none,7,0 days 00:04:23.870000000,,22.505307855626327
14648,263.9,EVENT_OBSTACLE,PLAYING,500,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:23.900000000,,22.66949152542373
14649,264.88,CONTINUOUS,PLAYING,500,-1,HIGH,undef,HIGH,none,7,0 days 00:04:24.880000000,,22.269807280513916
14650,265.67,EVENT_CRASH,PLAYING,450,-1,HIGH,undef,HIGH,none,7,0 days 00:04:25.670000000,,22.055674518201286
14651,265.73,EVENT_OBSTACLE,PLAYING,450,-1,HIGH,undef,HIGH,FARBOTTOMLEFT,7,0 days 00:04:25.730000000,,22.127659574468083
14652,265.88,CONTINUOUS,PLAYING,450,-1,HIGH,undef,HIGH,none,7,0 days 00:04:25.880000000,,22.435897435897438
14653,266.89,CONTINUOUS,PLAYING,450,-1,HIGH,undef,HIGH,none,7,0 days 00:04:26.890000000,,21.86836518046709
14654,267.49,EVENT_CRASH,PLAYING,400,-1,HIGH,undef,HIGH,none,7,0 days 00:04:27.490000000,,22.388059701492537
14655,267.55,EVENT_OBSTACLE,PLAYING,400,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:27.550000000,,22.340425531914892
14656,267.9,CONTINUOUS,PLAYING,400,-1,HIGH,undef,HIGH,none,7,0 days 00:04:27.900000000,,22.22222222222222
14657,268.9,CONTINUOUS,PLAYING,400,-1,HIGH,undef,HIGH,none,7,0 days 00:04:28.900000000,,22.97872340425532
14658,269.37,EVENT_OBSTACLE,PLAYING,400,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:29.370000000,,22.832980972515855
14659,269.9,CONTINUOUS,PLAYING,400,-1,HIGH,undef,HIGH,none,7,0 days 00:04:29.900000000,,23.454157782515992
14660,270.91,CONTINUOUS,PLAYING,400,-1,HIGH,undef,HIGH,none,7,0 days 00:04:30.910000000,,23.617021276595747
14661,271.12,EVENT_CRASH,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:31.120000000,,23.991507430997878
14662,271.19,EVENT_OBSTACLE,PLAYING,350,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",7,0 days 00:04:31.190000000,,23.789473684210527
14663,271.92,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:31.920000000,,23.819742489270386
14664,272.94,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:32.940000000,,24.52431289640592
14665,273.01,EVENT_OBSTACLE,PLAYING,350,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",7,0 days 00:04:33.010000000,,24.47257383966245
14666,273.94,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:33.940000000,,24.034334763948497
14667,274.84,EVENT_OBSTACLE,PLAYING,350,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",7,0 days 00:04:34.840000000,,23.89937106918239
14668,274.96,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:34.960000000,,23.319327731092436
14669,275.96,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:35.960000000,,23.554603854389722
14670,276.66,EVENT_OBSTACLE,PLAYING,350,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",7,0 days 00:04:36.660000000,,23.221757322175733
14671,276.98,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:36.980000000,,23.20675105485232
14672,277.99,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:37.990000000,,22.97872340425532
14673,278.48,EVENT_OBSTACLE,PLAYING,350,-1,HIGH,undef,HIGH,FARBOTTOMRIGHT,7,0 days 00:04:38.480000000,,22.621564482029598
14674,278.99,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:38.990000000,,22.41014799154334
14675,280.0,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:40.000000000,,22.245762711864405
14676,280.31,EVENT_OBSTACLE,PLAYING,350,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:40.310000000,,22.315789473684212
14677,281.0,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:41.000000000,,22.340425531914892
14678,282.0,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:42.000000000,,21.96652719665272
14679,282.13,EVENT_OBSTACLE,PLAYING,350,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:42.130000000,,21.50313152400835
14680,283.0,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:43.000000000,,21.841541755888652
14681,283.97,EVENT_OBSTACLE,PLAYING,350,-1,HIGH,undef,HIGH,FARBOTTOMLEFT,7,0 days 00:04:43.970000000,,21.711899791231733
14682,284.01,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:44.010000000,,21.920668058455114
14683,285.02,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:45.020000000,,22.832980972515855
14684,285.72,EVENT_CRASH,PLAYING,300,-1,HIGH,undef,HIGH,none,7,0 days 00:04:45.720000000,,23.382045929018787
14685,285.78,EVENT_OBSTACLE,PLAYING,300,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:45.780000000,,23.284823284823286
14686,286.02,CONTINUOUS,PLAYING,300,-1,HIGH,undef,HIGH,none,7,0 days 00:04:46.020000000,,22.916666666666664
14687,287.03,CONTINUOUS,PLAYING,300,-1,HIGH,undef,HIGH,none,7,0 days 00:04:47.030000000,,23.060796645702304
14688,287.53,EVENT_CRASH,PLAYING,250,-1,HIGH,undef,HIGH,none,7,0 days 00:04:47.530000000,,23.7006237006237
14689,287.6,EVENT_OBSTACLE,PLAYING,250,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:47.600000000,,23.34710743801653
14690,288.04,CONTINUOUS,PLAYING,250,-1,HIGH,undef,HIGH,none,7,0 days 00:04:48.040000000,,23.430962343096233
14691,289.04,CONTINUOUS,PLAYING,250,-1,HIGH,undef,HIGH,none,7,0 days 00:04:49.040000000,,23.319327731092436
14692,289.43,EVENT_OBSTACLE,PLAYING,250,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:49.430000000,,23.443983402489625
14693,290.05,CONTINUOUS,PLAYING,250,-1,HIGH,undef,HIGH,none,7,0 days 00:04:50.050000000,,23.68972746331237
14694,291.04,EVENT_PICKUP,PLAYING,250,-1,HIGH,undef,HIGH,none,7,0 days 00:04:51.040000000,,24.74012474012474
14695,291.07,CONTINUOUS,PLAYING,250,-1,HIGH,undef,HIGH,none,7,0 days 00:04:51.070000000,,24.532224532224532
14696,291.24,EVENT_OBSTACLE,PLAYING,250,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:51.240000000,,24.43064182194617
14697,292.07,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:52.070000000,,25.0
14698,292.85,EVENT_OBSTACLE,PLAYING,350,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:52.850000000,,25.56701030927835
14699,293.07,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:53.070000000,,25.6198347107438
14700,294.09,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:54.090000000,,26.05042016806723
14701,294.47,EVENT_OBSTACLE,PLAYING,350,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:54.470000000,,26.25
14702,295.09,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,7,0 days 00:04:55.090000000,,26.08695652173913
14703,296.04,EVENT_CRASH,PLAYING,300,-1,HIGH,undef,HIGH,none,7,0 days 00:04:56.040000000,,25.995807127882596
14704,296.09,CONTINUOUS,PLAYING,300,-1,HIGH,undef,HIGH,none,7,0 days 00:04:56.090000000,,25.887265135699373
14705,296.09,EVENT_OBSTACLE,PLAYING,300,-1,HIGH,undef,HIGH,FARBOTTOMRIGHT,7,0 days 00:04:56.090000000,,25.887265135699373
14706,297.09,CONTINUOUS,PLAYING,300,-1,HIGH,undef,HIGH,none,7,0 days 00:04:57.090000000,,26.513569937369518
14707,297.66,EVENT_CRASH,PLAYING,250,-1,HIGH,undef,HIGH,none,7,0 days 00:04:57.660000000,,26.096033402922757
14708,297.73,EVENT_OBSTACLE,PLAYING,250,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:57.730000000,,25.87991718426501
14709,298.09,CONTINUOUS,PLAYING,250,-1,HIGH,undef,HIGH,none,7,0 days 00:04:58.090000000,,26.041666666666668
14710,299.09,CONTINUOUS,PLAYING,250,-1,HIGH,undef,HIGH,none,7,0 days 00:04:59.090000000,,25.678496868475992
14711,299.34,EVENT_OBSTACLE,PLAYING,250,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:04:59.340000000,,25.469728601252612
14712,300.1,CONTINUOUS,PLAYING,250,-1,HIGH,undef,HIGH,none,7,0 days 00:05:00.100000000,,25.518672199170123
14713,300.96,EVENT_OBSTACLE,PLAYING,250,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:05:00.960000000,,25.416666666666664
14714,301.11,CONTINUOUS,PLAYING,250,-1,HIGH,undef,HIGH,none,7,0 days 00:05:01.110000000,,25.052192066805844
14715,302.11,CONTINUOUS,PLAYING,250,-1,HIGH,undef,HIGH,none,7,0 days 00:05:02.110000000,,25.72614107883817
14716,302.53,EVENT_CRASH,PLAYING,200,-1,HIGH,undef,HIGH,none,7,0 days 00:05:02.530000000,,26.141078838174277
14717,302.6,EVENT_OBSTACLE,PLAYING,200,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:05:02.600000000,,26.141078838174277
14718,303.11,CONTINUOUS,PLAYING,200,-1,HIGH,undef,HIGH,none,7,0 days 00:05:03.110000000,,26.260504201680675
14719,304.05,EVENT_PICKUP,PLAYING,200,-1,HIGH,undef,HIGH,none,7,0 days 00:05:04.050000000,,26.611226611226613
14720,304.12,CONTINUOUS,PLAYING,200,-1,HIGH,undef,HIGH,none,7,0 days 00:05:04.120000000,,26.611226611226613
14721,304.24,EVENT_OBSTACLE,PLAYING,200,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:05:04.240000000,,26.501035196687372
14722,305.12,CONTINUOUS,PLAYING,300,-1,HIGH,undef,HIGH,none,7,0 days 00:05:05.120000000,,27.310924369747898
14723,305.8,EVENT_CRASH,PLAYING,250,-1,HIGH,undef,HIGH,none,7,0 days 00:05:05.800000000,,27.77777777777778
14724,305.85,EVENT_OBSTACLE,PLAYING,250,-1,HIGH,undef,HIGH,FARBOTTOMLEFT,7,0 days 00:05:05.850000000,,27.51540041067762
14725,306.13,CONTINUOUS,PLAYING,250,-1,HIGH,undef,HIGH,none,7,0 days 00:05:06.130000000,,27.74327122153209
14726,307.14,CONTINUOUS,PLAYING,250,-1,HIGH,undef,HIGH,none,7,0 days 00:05:07.140000000,,27.55741127348643
14727,307.4,EVENT_CRASH,PLAYING,200,-1,HIGH,undef,HIGH,none,7,0 days 00:05:07.400000000,,27.628865979381445
14728,307.47,EVENT_OBSTACLE,PLAYING,200,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",7,0 days 00:05:07.470000000,,27.216494845360824
14729,308.14,CONTINUOUS,PLAYING,200,-1,HIGH,undef,HIGH,none,7,0 days 00:05:08.140000000,,27.442827442827443
14730,309.04,EVENT_CRASH,PLAYING,150,-1,HIGH,undef,HIGH,none,7,0 days 00:05:09.040000000,,27.708333333333336
